order_item_id,order_id,product_id,quantity,unit_price,discount
7047,3902,15,4,1732.54,0.0343
7048,1343,77,3,2379.1,0.1485
7049,2493,97,2,1136.88,0.2867
7050,4415,172,5,1686.45,0.0945
7051,4612,123,2,368.97,0.047
7052,1080,175,2,361.82,0.2482
7053,8762,32,1,1240.95,0.086
7054,4858,36,5,1473.11,0.0321
7055,8501,177,4,2461.65,0.2971
7056,4114,181,3,1428.41,0.0641
7057,2873,151,5,2294.51,0.1043
7058,9382,162,4,1971.99,0.058
7059,4948,146,3,2249.55,0.2854
7060,8346,140,5,2145.56,0.2041
7061,8302,87,3,1361.71,0.2216
7062,8530,126,3,15.07,0.0307
7063,6061,130,4,1146.06,0.2016
7064,507,155,1,560.31,0.1561
7065,3066,178,4,1789.8,0.1431
7066,9999,159,5,506.65,0.1524
7067,8164,176,4,1190.54,0.1888
7068,3218,86,4,75.9,0.025
7069,4895,69,4,239.5,0.1762
7070,989,145,5,990.33,0.1458
7071,5369,43,5,1829.39,0.1108
7072,7745,199,3,1688.94,0.1655
7073,8677,146,3,1077.73,0.109
7074,174,194,5,488.98,0.0417
7075,9574,31,3,775.24,0.0196
7076,7056,63,4,1242.49,0.0368
7077,1463,28,2,2372.21,0.1967
7078,9246,195,2,1606.01,0.2245
7079,7645,137,3,331.97,0.2017
7080,785,97,3,2013.7,0.0023
7081,5658,28,1,1806.97,0.1591
7082,5238,146,4,2222.91,0.0039
7083,5477,143,4,1533.89,0.0194
7084,8440,5,1,785.2,0.0218
7085,1631,41,1,2121.23,0.0317
7086,726,110,2,1449.57,0.0114
7087,7150,76,4,1761.25,0.0191
7088,7299,117,4,1182.36,0.2173
7089,3484,66,5,2014.13,0.1473
7090,2692,73,4,1569.64,0.2865
7091,7080,111,2,2228.02,0.1682
7092,4153,120,2,884.84,0.2909
7093,4527,179,1,2120.36,0.0901
7094,2512,127,2,1974.61,0.1294
7095,4258,144,2,934.1,0.1912
7096,1965,193,5,2191.13,0.1862
7097,2080,57,2,1488.35,0.0009
7098,9388,165,3,939.21,0.1506
7099,5102,167,3,699.96,0.1326
7100,8331,65,1,232.88,0.0638
7101,9529,177,4,244.82,0.2199
7102,3028,47,4,1963.87,0.2354
7103,9881,168,5,972.94,0.1834
7104,8390,142,2,1315.34,0.1232
7105,1445,40,2,2089.48,0.1036
7106,6276,48,2,1642.0,0.0435
7107,4634,160,2,2356.59,0.1912
7108,9485,39,2,1315.29,0.2309
7109,6216,101,3,291.16,0.0384
7110,4019,161,5,877.77,0.1134
7111,8495,158,1,357.2,0.1269
7112,7585,120,1,1872.65,0.2144
7113,2027,154,3,1173.84,0.0273
7114,7376,43,2,157.57,0.0757
7115,9386,183,2,56.12,0.194
7116,4311,44,4,152.88,0.2892
7117,5236,78,1,1685.44,0.2265
7118,8336,76,4,514.61,0.2184
7119,7480,108,1,1947.54,0.0683
7120,3620,131,4,1289.93,0.0981
7121,6380,7,2,1457.87,0.0855
7122,1888,85,2,436.54,0.2239
7123,6992,58,2,2196.04,0.0085
7124,6840,91,5,1186.58,0.1253
7125,2013,138,4,1039.46,0.2318
7126,1328,10,5,1991.46,0.0432
7127,5613,170,5,95.8,0.2829
7128,9936,34,4,1302.5,0.2727
7129,2831,154,2,1804.74,0.2912
7130,9160,60,3,1991.52,0.1632
7131,6031,130,1,401.56,0.0437
7132,6293,45,4,985.34,0.229
7133,6613,5,2,812.32,0.253
7134,8327,26,5,2480.39,0.0236
7135,4916,79,2,1841.79,0.1331
7136,4115,153,4,1072.39,0.1815
7137,2646,26,4,549.22,0.1998
7138,4237,92,1,447.16,0.147
7139,35,85,1,2487.18,0.0149
7140,7811,22,4,1464.53,0.1773
7141,7535,147,1,1815.1,0.0275
7142,4752,10,5,405.8,0.0223
7143,4752,42,2,1875.43,0.0254
7144,3778,159,3,609.81,0.2836
7145,8017,159,2,1908.18,0.2067
7146,3750,99,2,2286.82,0.1853
7147,3030,75,4,978.63,0.2202
7148,4530,81,3,2259.91,0.0726
7149,2263,107,1,1168.62,0.0942
7150,364,164,1,2024.94,0.2709
7151,2515,194,2,1144.18,0.1973
7152,825,32,4,372.32,0.2499
7153,6380,67,3,1676.58,0.2838
7154,1147,120,4,824.56,0.1351
7155,598,102,3,203.12,0.1744
7156,7246,191,3,1634.32,0.0921
7157,8796,114,1,1453.81,0.251
7158,9549,23,2,2326.33,0.1362
7159,9464,50,1,232.29,0.2156
7160,3686,65,4,1084.34,0.1698
7161,5457,197,1,590.89,0.1593
7162,2121,172,2,1218.79,0.0472
7163,6974,186,5,2109.11,0.217
7164,7694,185,1,2355.16,0.0157
7165,9922,165,4,960.27,0.2336
7166,234,193,2,1553.36,0.2766
7167,9404,18,4,600.89,0.2399
7168,1301,116,3,1908.53,0.0575
7169,2467,133,2,2267.85,0.0918
7170,2001,99,3,1198.5,0.0631
7171,8615,118,2,2182.48,0.0695
7172,2073,96,5,2459.77,0.2442
7173,1452,154,5,1526.1,0.019
7174,5307,33,2,1408.26,0.1408
7175,4004,42,3,962.88,0.1786
7176,6256,155,3,1969.27,0.2848
7177,4737,182,4,2039.86,0.1957
7178,530,82,2,40.09,0.2114
7179,932,79,3,642.07,0.1635
7180,7814,91,2,94.63,0.1111
7181,3787,121,5,1944.57,0.106
7182,9982,24,3,455.66,0.211
7183,5036,126,3,284.23,0.1108
7184,9768,3,5,1995.58,0.2011
7185,3102,167,4,1442.46,0.1641
7186,9503,71,2,396.33,0.1666
7187,1466,140,2,2113.83,0.0977
7188,3511,33,2,1026.24,0.0601
7189,6308,22,2,941.71,0.01
7190,4431,163,1,1634.73,0.0798
7191,9776,14,5,106.79,0.1699
7192,590,154,4,849.9,0.2492
7193,5463,125,5,210.13,0.2405
7194,7953,54,2,1842.7,0.2297
7195,2331,169,1,696.93,0.0523
7196,9663,173,1,2093.64,0.2044
7197,3470,31,5,1055.43,0.0692
7198,9114,69,3,2214.85,0.099
7199,171,99,4,564.34,0.2224
7200,4299,145,1,1636.57,0.09
7201,5761,188,2,2362.99,0.188
7202,4376,96,3,994.39,0.2029
7203,404,115,4,407.59,0.2897
7204,3528,132,2,1391.06,0.048
7205,9224,10,5,1088.63,0.0536
7206,9598,119,1,1272.53,0.1378
7207,2066,101,5,1197.52,0.1578
7208,7670,137,3,675.74,0.1156
7209,9338,189,1,1293.85,0.191
7210,1903,150,2,382.01,0.1786
7211,9956,149,3,1463.63,0.1982
7212,4691,127,4,1101.3,0.2707
7213,5517,23,2,2431.93,0.0442
7214,4585,61,4,251.01,0.2447
7215,6332,140,1,1883.34,0.181
7216,5274,95,4,883.0,0.2647
7217,124,122,1,1747.78,0.0049
7218,7477,145,4,2394.79,0.2492
7219,8799,104,5,2245.87,0.0635
7220,2922,183,5,296.62,0.285
7221,9287,109,3,2192.85,0.0957
7222,2152,21,4,986.56,0.2155
7223,2714,182,1,190.51,0.2433
7224,7924,47,2,531.2,0.2773
7225,1716,169,1,85.96,0.0603
7226,9896,97,5,361.43,0.1861
7227,3460,143,2,1176.51,0.0105
7228,6895,59,4,2363.91,0.0177
7229,1890,143,5,2027.08,0.1244
7230,4657,29,4,1335.55,0.2081
7231,1896,11,5,819.46,0.1963
7232,2928,29,4,85.62,0.1405
7233,2694,115,5,157.22,0.181
7234,5253,86,3,1832.85,0.1859
7235,4242,89,1,1368.17,0.2518
7236,5251,85,1,317.37,0.2663
7237,2562,114,4,2157.53,0.1146
7238,1827,56,4,1301.78,0.0196
7239,3507,181,2,2095.17,0.0721
7240,4932,3,2,1949.48,0.0288
7241,7203,13,1,843.41,0.2377
7242,2476,166,1,1761.36,0.0179
7243,6478,70,3,2480.96,0.1402
7244,5418,11,4,1873.85,0.1625
7245,3185,120,4,671.74,0.2489
7246,4722,151,1,1485.78,0.2103
7247,4153,56,4,1090.89,0.1796
7248,3245,145,2,760.52,0.1742
7249,694,9,4,721.25,0.1414
7250,3074,123,2,1159.28,0.2697
7251,6600,122,5,786.22,0.0533
7252,3541,83,4,382.01,0.2891
7253,1620,156,5,1896.01,0.1811
7254,3915,79,1,743.18,0.0713
7255,3874,19,4,942.09,0.2195
7256,565,97,3,2259.11,0.1121
7257,8688,4,3,1660.59,0.0302
7258,8993,175,5,2323.02,0.0245
7259,641,47,3,1509.28,0.1693
7260,163,159,2,898.54,0.193
7261,4347,99,1,568.29,0.0988
7262,7705,133,2,2065.59,0.2079
7263,8836,124,1,1130.76,0.0808
7264,4425,33,3,1632.5,0.1035
7265,4465,48,1,1858.7,0.0685
7266,9331,160,2,627.12,0.1903
7267,3709,126,5,2440.78,0.1469
7268,6750,112,5,600.36,0.045
7269,138,79,4,1897.64,0.2921
7270,9876,187,2,391.6,0.2689
7271,7107,101,2,2436.63,0.2348
7272,7243,192,5,639.94,0.0289
7273,4252,47,3,1295.78,0.131
7274,1059,137,5,931.68,0.1557
7275,4615,105,4,2261.32,0.2834
7276,4278,163,4,1312.15,0.1084
7277,8362,47,2,1684.84,0.2009
7278,5414,88,2,560.66,0.1661
7279,5843,82,4,2365.62,0.243
7280,3904,17,2,897.36,0.0333
7281,7225,129,1,263.33,0.2477
7282,9580,55,4,557.11,0.1955
7283,3052,11,4,497.42,0.033
7284,3667,33,2,283.83,0.2234
7285,2761,198,1,1235.47,0.0999
7286,3836,184,4,789.1,0.0239
7287,1361,64,1,1243.67,0.132
7288,8615,58,4,211.9,0.0528
7289,3974,108,1,1478.61,0.0816
7290,2830,148,5,1584.75,0.2994
7291,146,18,4,648.07,0.0454
7292,2374,78,1,1429.16,0.1142
7293,230,173,5,771.52,0.1987
7294,5389,123,2,404.3,0.2925
7295,4681,43,3,1706.08,0.1123
7296,8050,148,1,2090.62,0.0638
7297,2666,57,5,396.65,0.1218
7298,3594,155,4,2221.83,0.048
7299,2830,18,5,1502.29,0.2959
7300,3337,145,3,1936.3,0.1425
7301,7817,60,3,1737.57,0.1983
7302,1242,89,3,2210.34,0.1073
7303,5049,5,2,163.43,0.0779
7304,3296,134,1,2467.4,0.028
7305,9577,118,4,2201.97,0.2343
7306,3363,100,1,122.65,0.169
7307,1389,15,1,642.37,0.0624
7308,8298,39,2,1345.22,0.2006
7309,5753,167,4,2142.87,0.0735
7310,1822,88,2,791.12,0.0636
7311,8477,149,4,138.76,0.2617
7312,596,13,5,1952.98,0.1483
7313,9255,29,4,1093.44,0.1596
7314,6656,98,2,1906.13,0.2308
7315,8744,5,5,823.97,0.1438
7316,7878,195,4,2049.61,0.0717
7317,5785,21,3,912.11,0.2194
7318,6885,137,2,1198.9,0.2548
7319,6050,195,5,2344.21,0.1903
7320,3606,172,3,382.94,0.2406
7321,9528,190,5,1461.75,0.0086
7322,7288,67,4,2037.4,0.1463
7323,696,113,4,1732.94,0.125
7324,3045,190,5,1074.96,0.0174
7325,1947,190,5,2009.24,0.0628
7326,2723,188,4,1205.88,0.1296
7327,9716,177,1,1615.02,0.2044
7328,9876,167,5,849.42,0.116
7329,1807,169,1,157.8,0.2169
7330,8142,50,4,523.35,0.2023
7331,8302,17,3,1176.72,0.2885
7332,8984,53,3,2236.33,0.0425
7333,8126,122,2,342.47,0.2922
7334,2640,183,2,801.68,0.0243
7335,9179,75,4,835.41,0.2441
7336,3884,184,5,1949.13,0.0938
7337,3726,1,3,1366.16,0.1266
7338,8265,193,5,1048.64,0.0827
7339,4974,192,1,170.74,0.2444
7340,2765,180,4,2426.62,0.1426
7341,3990,143,2,2020.79,0.2018
7342,592,2,4,154.91,0.2855
7343,8217,12,2,130.35,0.1102
7344,6321,173,4,642.83,0.1446
7345,5399,185,4,141.36,0.0202
7346,5340,42,2,1856.51,0.1798
7347,9219,2,1,524.64,0.095
7348,3900,190,4,2205.0,0.1832
7349,9623,162,3,1531.85,0.0908
7350,9761,17,4,1221.76,0.0327
7351,6838,41,5,293.62,0.092
7352,7321,84,3,339.36,0.2462
7353,9305,108,5,316.15,0.0548
7354,1877,199,2,541.27,0.0529
7355,7671,65,2,273.85,0.247
7356,159,120,2,812.57,0.0775
7357,734,15,5,2033.17,0.0996
7358,4455,109,2,379.08,0.1621
7359,2029,166,3,758.86,0.1271
7360,6844,98,2,1132.57,0.2464
7361,765,65,4,1540.39,0.1733
7362,192,9,5,604.78,0.2145
7363,8436,170,5,1540.7,0.2125
7364,7138,194,5,471.85,0.0231
7365,9126,89,5,1574.1,0.2923
7366,1101,179,1,1974.55,0.0213
7367,8925,124,2,72.51,0.2847
7368,4053,78,4,2341.2,0.2963
7369,8973,147,4,1786.18,0.0783
7370,794,105,5,2375.49,0.1931
7371,5099,31,4,672.7,0.016
7372,8283,194,2,2346.75,0.2042
7373,6712,160,3,1142.11,0.0562
7374,1642,100,4,391.7,0.2823
7375,3359,8,1,1847.14,0.1965
7376,3857,112,5,1741.31,0.2295
7377,8628,197,3,2305.75,0.2837
7378,1917,32,3,770.39,0.2573
7379,47,47,5,1578.65,0.1402
7380,8183,198,5,2400.78,0.0512
7381,2355,8,4,2182.83,0.0969
7382,114,162,5,2058.53,0.1767
7383,1082,4,1,2198.49,0.2238
7384,4140,36,2,2113.04,0.0765
7385,7151,172,3,957.18,0.1345
7386,8586,153,5,53.64,0.1072
7387,1590,26,4,2469.23,0.1416
7388,7714,33,5,1940.53,0.0991
7389,4856,137,1,576.21,0.0474
7390,9630,47,5,1873.76,0.1459
7391,6031,200,1,920.97,0.2849
7392,1526,145,5,628.16,0.0319
7393,6568,15,2,1421.39,0.2507
7394,4596,170,4,41.5,0.2205
7395,7446,54,1,2441.54,0.0988
7396,5600,141,5,2358.32,0.0413
7397,4311,178,3,1978.44,0.2796
7398,8936,44,1,147.79,0.1138
7399,2166,3,2,201.07,0.1304
7400,6705,181,2,1625.96,0.0959
7401,9847,56,3,2002.5,0.2544
7402,5570,54,5,149.43,0.0681
7403,5779,185,5,1415.68,0.2279
7404,3812,140,5,1752.24,0.0738
7405,3470,93,5,421.56,0.1024
7406,263,128,5,451.34,0.2774
7407,4432,187,3,2329.44,0.1852
7408,3802,65,2,1011.55,0.2077
7409,9209,96,3,697.24,0.1878
7410,984,37,4,128.25,0.0535
7411,7672,148,4,106.68,0.1997
7412,1560,200,1,656.56,0.1617
7413,2703,37,5,1555.62,0.2482
7414,5687,159,2,1518.76,0.2965
7415,7522,25,1,575.33,0.187
7416,4498,50,4,1860.33,0.1003
7417,5803,109,1,1161.05,0.2574
7418,6629,49,4,2001.43,0.2535
7419,8582,8,4,2312.07,0.2566
7420,4269,94,3,604.77,0.1075
7421,4049,121,1,1129.07,0.124
7422,507,91,4,147.18,0.2309
7423,6288,163,2,1910.28,0.1268
7424,247,114,4,816.61,0.1469
7425,6685,13,3,1633.27,0.0029
7426,7553,21,1,962.16,0.267
7427,2715,73,4,369.23,0.1426
7428,6756,152,5,32.54,0.2707
7429,9635,176,5,1606.29,0.2914
7430,2640,33,4,2336.83,0.0475
7431,6685,1,1,2260.31,0.0255
7432,4158,72,3,2352.25,0.2006
7433,1919,3,2,1724.88,0.0763
7434,5922,142,1,1081.45,0.1321
7435,944,142,3,1323.17,0.0024
7436,8309,177,4,1819.68,0.1284
7437,2558,122,2,757.41,0.2913
7438,9416,33,1,491.06,0.029
7439,6699,4,4,183.64,0.2062
7440,989,38,2,1199.6,0.1599
7441,7937,153,4,242.59,0.2549
7442,6694,47,5,1158.74,0.1955
7443,8156,141,5,2034.84,0.0
7444,4280,119,3,395.26,0.2019
7445,3568,117,2,314.58,0.2454
7446,7161,167,5,624.9,0.2195
7447,9929,25,4,221.88,0.2194
7448,3114,102,3,920.88,0.2647
7449,9516,43,5,1527.99,0.182
7450,8708,166,3,1188.18,0.2007
7451,4215,35,2,1805.0,0.1608
7452,3149,93,5,313.82,0.2837
7453,4888,183,5,860.67,0.2018
7454,2887,50,1,1051.11,0.0847
7455,7291,78,1,1157.34,0.2533
7456,2482,34,2,185.7,0.1012
7457,2011,153,2,174.59,0.2584
7458,1426,170,1,224.88,0.0513
7459,7518,92,5,363.82,0.0569
7460,668,179,3,16.08,0.1575
7461,5533,94,2,765.23,0.1104
7462,6473,165,1,1037.25,0.2852
7463,103,66,3,1378.53,0.2141
7464,5461,85,1,82.98,0.1468
7465,3686,34,4,1120.85,0.2904
7466,5165,166,5,2346.02,0.2824
7467,6489,159,3,1881.89,0.0656
7468,49,154,1,813.0,0.0718
7469,4948,76,3,1322.7,0.2416
7470,9618,154,4,1751.04,0.1297
7471,8660,191,4,398.92,0.0452
7472,8239,176,5,194.24,0.2758
7473,4720,127,1,1553.0,0.2221
7474,3828,125,1,1846.49,0.1139
7475,1294,95,1,1292.8,0.2963
7476,6101,112,2,1743.16,0.1857
7477,6909,79,5,1801.72,0.1545
7478,1317,10,4,1615.56,0.1569
7479,7751,36,5,2342.59,0.1031
7480,499,168,2,1347.07,0.0963
7481,9893,154,1,156.52,0.2913
7482,487,137,4,1419.44,0.2616
7483,7580,181,1,1603.88,0.085
7484,4475,198,2,861.85,0.2783
7485,8967,86,2,1189.85,0.0245
7486,5741,53,1,1929.67,0.0864
7487,889,167,1,1801.32,0.275
7488,4788,61,3,456.36,0.0185
7489,7333,52,4,606.3,0.2778
7490,4110,196,4,1433.06,0.1066
7491,7737,196,5,985.06,0.0541
7492,7172,170,5,1879.97,0.0486
7493,1105,195,2,266.72,0.1241
7494,9070,96,4,824.11,0.2103
7495,181,75,2,928.6,0.1938
7496,4768,179,1,1085.19,0.0959
7497,870,131,4,1919.32,0.1281
7498,8409,141,2,60.95,0.0765
7499,5386,108,3,374.34,0.1222
7500,2811,141,3,1384.7,0.0582
7501,8817,120,4,1224.61,0.2277
7502,6334,121,4,2379.42,0.1166
7503,632,61,5,153.78,0.1064
7504,7568,24,4,751.84,0.1874
7505,131,148,5,1948.0,0.0788
7506,8722,74,3,2403.99,0.1239
7507,6560,97,3,2485.69,0.0254
7508,1148,183,3,739.86,0.0413
7509,562,35,1,1495.21,0.1568
7510,3587,78,4,2395.03,0.2995
7511,1096,80,3,2443.48,0.1676
7512,2173,30,5,307.78,0.137
7513,7173,83,5,895.78,0.0696
7514,84,161,2,1838.06,0.1102
7515,2988,41,2,1404.15,0.238
7516,6876,194,1,1446.65,0.139
7517,5143,102,5,1084.97,0.2066
7518,5080,177,2,2113.05,0.0995
7519,906,8,4,175.26,0.0594
7520,6794,84,4,584.64,0.1591
7521,3233,131,4,1762.29,0.1061
7522,3145,65,4,2051.04,0.0334
7523,9313,85,2,2427.09,0.1033
7524,9802,121,1,750.81,0.124
7525,8731,114,2,562.52,0.2203
7526,6206,200,4,657.12,0.1267
7527,8594,130,3,634.58,0.2756
7528,199,169,4,1199.67,0.1905
7529,5334,181,1,720.07,0.2638
7530,6922,144,5,360.99,0.0594
7531,9724,137,5,148.37,0.2465
7532,4123,96,4,650.74,0.0251
7533,5101,111,1,2046.52,0.2192
7534,972,39,2,2113.66,0.0998
7535,5315,192,1,1483.74,0.0899
7536,5559,164,4,998.35,0.1983
7537,8043,151,2,677.12,0.0205
7538,2371,175,5,113.01,0.286
7539,8090,177,4,2476.09,0.07
7540,7982,183,5,963.56,0.2446
7541,9826,119,4,941.71,0.2037
7542,5322,94,2,1002.63,0.1223
7543,7619,138,1,1945.39,0.2161
7544,8952,63,5,1651.08,0.1074
7545,1372,95,2,2358.97,0.2002
7546,2059,108,5,200.3,0.001
7547,8627,26,3,2402.75,0.2874
7548,3104,176,2,1479.93,0.0448
7549,840,158,2,2324.64,0.1547
7550,6292,130,1,1913.41,0.079
7551,6413,29,1,2466.02,0.1143
7552,7802,182,4,544.28,0.0999
7553,4739,160,1,1308.88,0.2944
7554,5007,108,4,2347.48,0.0394
7555,6908,166,1,356.71,0.0448
7556,2300,21,1,1953.38,0.2915
7557,2616,27,4,2286.18,0.0396
7558,892,34,3,946.72,0.0258
7559,4011,23,2,1116.01,0.1522
7560,8953,78,4,2082.65,0.0612
7561,1226,167,3,1422.54,0.0639
7562,2297,69,1,1204.09,0.2458
7563,4910,117,4,696.06,0.0708
7564,6517,73,3,1347.25,0.0975
7565,8368,45,3,949.05,0.1999
7566,3177,63,2,1185.75,0.2968
7567,865,8,1,2127.54,0.1475
7568,9879,135,5,2116.27,0.1987
7569,6583,30,3,67.17,0.1503
7570,2102,12,4,1371.46,0.0539
7571,2369,20,1,2377.57,0.1333
7572,1243,192,5,1123.39,0.1887
7573,928,157,5,289.37,0.0194
7574,5589,120,5,43.03,0.0508
7575,6892,183,3,1029.27,0.2446
7576,2944,12,2,2194.17,0.0246
7577,4500,84,5,2233.41,0.0497
7578,347,22,5,1659.23,0.0763
7579,6820,151,4,2383.08,0.0167
7580,489,176,5,194.57,0.2373
7581,2848,45,1,935.68,0.1596
7582,2407,26,2,1984.69,0.0614
7583,9273,109,2,2102.1,0.0286
7584,7709,111,5,242.36,0.1719
7585,7086,107,3,1474.08,0.1821
7586,1111,28,3,1670.33,0.2056
7587,2426,183,5,566.42,0.2316
7588,9123,73,5,97.87,0.2917
7589,6223,197,3,66.47,0.2512
7590,9579,2,5,907.11,0.0713
7591,970,106,4,331.75,0.0239
7592,4404,28,4,1434.47,0.0285
7593,1935,77,5,636.18,0.2512
7594,3161,181,3,855.18,0.2278
7595,4787,142,4,871.28,0.0132
7596,7455,107,3,2329.3,0.2197
7597,6800,174,5,2156.03,0.2212
7598,164,125,5,1627.18,0.2456
7599,5415,78,5,405.11,0.1966
7600,8843,67,4,206.22,0.1617
7601,7921,198,2,898.92,0.0894
7602,7923,148,2,1434.16,0.018
7603,7642,35,2,1816.6,0.0295
7604,2095,176,4,74.69,0.1307
7605,4102,171,3,499.05,0.0538
7606,9763,20,2,1104.52,0.005
7607,9339,113,2,908.65,0.1372
7608,4853,56,1,1153.84,0.2986
7609,5008,108,5,828.57,0.2921
7610,2569,3,2,1475.83,0.2271
7611,4939,68,2,2166.99,0.0761
7612,3797,139,3,218.57,0.2361
7613,5934,62,5,743.08,0.1898
7614,2375,105,4,676.83,0.0985
7615,1932,61,4,1367.18,0.0136
7616,7027,186,1,2232.14,0.1466
7617,6888,121,3,2052.48,0.176
7618,7174,29,3,2257.85,0.1832
7619,4139,166,5,543.13,0.0906
7620,7450,84,3,868.72,0.2153
7621,1590,88,1,699.56,0.2049
7622,2944,87,5,1371.6,0.0912
7623,7819,22,3,1682.87,0.2206
7624,5335,41,3,1047.22,0.2242
7625,3097,110,2,779.74,0.2511
7626,908,63,2,1585.35,0.1279
7627,4673,125,1,1253.38,0.2806
7628,8452,166,2,2074.37,0.2886
7629,8129,112,3,149.05,0.2151
7630,5538,178,2,1844.14,0.1967
7631,5595,105,3,1736.52,0.2462
7632,9325,135,5,2168.75,0.041
7633,2763,152,2,2114.7,0.233
7634,9870,108,1,388.51,0.1309
7635,870,101,4,1608.7,0.2744
7636,2032,174,3,1516.29,0.0282
7637,8125,153,1,1740.6,0.0551
7638,9781,29,3,2453.47,0.1086
7639,5238,67,3,286.93,0.2911
7640,8767,103,5,1578.64,0.1768
7641,8333,80,3,1498.29,0.2757
7642,4095,150,4,33.56,0.2814
7643,3373,85,4,1651.75,0.0101
7644,6369,86,4,1250.44,0.219
7645,9399,137,1,1935.88,0.0837
7646,6305,87,5,1891.76,0.1186
7647,9278,177,1,123.49,0.002
7648,397,128,1,1954.32,0.2078
7649,1865,114,4,2244.55,0.2545
7650,6373,36,1,1585.53,0.0296
7651,8630,5,3,2174.99,0.1867
7652,6558,4,2,532.23,0.0768
7653,6753,24,3,2254.05,0.2951
7654,5952,169,1,2340.68,0.0163
7655,652,107,5,722.75,0.1581
7656,2178,14,3,873.24,0.2514
7657,8847,12,1,1781.61,0.2219
7658,849,82,5,850.13,0.1647
7659,9379,44,4,2473.91,0.2578
7660,8670,137,2,731.17,0.2941
7661,1062,66,1,86.75,0.0308
7662,976,166,3,2046.81,0.022
7663,5884,96,2,122.59,0.2498
7664,519,77,4,2436.04,0.0732
7665,2949,57,4,1505.89,0.263
7666,7997,175,2,1106.67,0.1038
7667,3803,183,1,1835.46,0.0638
7668,8257,130,1,1793.85,0.0967
7669,4033,125,5,980.48,0.2725
7670,9045,112,5,546.64,0.2222
7671,9154,102,1,2114.61,0.0123
7672,8198,83,3,2306.11,0.2972
7673,4360,146,4,2487.23,0.0638
7674,4149,108,5,917.66,0.1464
7675,2313,66,2,1448.66,0.0685
7676,2854,185,2,2452.92,0.0831
7677,6304,64,1,1039.99,0.0213
7678,7191,155,2,1979.36,0.1979
7679,2433,53,2,2350.29,0.16
7680,4971,187,1,475.87,0.1999
7681,9472,118,3,1815.54,0.112
7682,618,29,1,1761.76,0.2591
7683,2360,122,4,981.56,0.1593
7684,3932,111,5,2452.78,0.2882
7685,5603,72,3,2169.09,0.2499
7686,2080,14,3,2485.77,0.164
7687,2886,68,2,1381.94,0.293
7688,8285,43,5,567.06,0.0688
7689,9083,113,5,709.14,0.1745
7690,4130,29,3,1981.97,0.2094
7691,3361,57,4,913.6,0.0241
7692,9560,118,4,549.18,0.1545
7693,6457,33,2,2305.89,0.0531
7694,7830,21,2,862.31,0.2038
7695,5324,169,4,217.84,0.0454
7696,4716,113,5,1422.86,0.2358
7697,4819,129,4,1382.3,0.1807
7698,3501,155,3,1064.46,0.0481
7699,5096,2,1,1124.31,0.1848
7700,7675,64,1,561.11,0.0025
7701,9678,179,1,750.12,0.0111
7702,5303,126,5,1224.1,0.0656
7703,7227,118,4,2430.74,0.1134
7704,9505,182,3,2450.61,0.0438
7705,6240,74,3,231.67,0.2362
7706,6649,74,2,2267.33,0.0336
7707,8403,158,5,1108.7,0.0134
7708,7950,129,3,1155.94,0.0022
7709,7739,157,2,907.86,0.1692
7710,8975,141,5,2200.29,0.1725
7711,8095,43,3,1151.1,0.0559
7712,7137,41,4,29.1,0.0792
7713,7371,89,3,2339.38,0.2339
7714,112,186,5,2435.63,0.268
7715,9581,77,2,1089.53,0.0982
7716,5243,142,5,1098.77,0.1309
7717,3785,41,1,58.51,0.0206
7718,697,195,3,516.44,0.2536
7719,7738,182,1,313.5,0.1971
7720,9053,6,4,1991.96,0.0238
7721,8447,46,2,1295.86,0.1769
7722,1253,129,4,734.02,0.0307
7723,9557,29,5,2312.6,0.223
7724,2975,123,3,1620.61,0.0395
7725,9781,154,2,2342.58,0.1401
7726,3410,186,1,646.79,0.2126
7727,258,87,1,2168.18,0.0547
7728,3132,131,5,2139.24,0.0297
7729,5078,60,1,2244.37,0.227
7730,8624,142,5,2046.33,0.221
7731,118,98,2,2018.29,0.1013
7732,6077,23,4,2124.77,0.0639
7733,2948,190,3,2241.45,0.2762
7734,6170,10,4,1068.04,0.1936
7735,340,4,4,559.23,0.1603
7736,1277,39,3,194.23,0.0818
7737,8724,113,2,698.71,0.1096
7738,3376,88,5,2159.37,0.1014
7739,6521,34,1,2492.79,0.2859
7740,1597,120,3,1066.33,0.0413
7741,151,25,4,1177.93,0.1304
7742,829,180,3,990.88,0.0131
7743,7871,15,2,1384.04,0.1559
7744,8467,12,3,1202.87,0.253
7745,9420,129,1,1714.7,0.2904
7746,9444,106,4,697.56,0.093
7747,8011,120,1,1016.44,0.0576
7748,8449,137,1,1015.45,0.186
7749,681,59,1,806.92,0.0925
7750,8074,142,1,1998.61,0.0298
7751,6480,105,3,1357.57,0.0618
7752,9835,31,3,1406.58,0.0064
7753,3112,53,4,614.27,0.2655
7754,2983,191,5,1068.55,0.1127
7755,5076,138,5,871.46,0.2338
7756,9992,106,1,2270.71,0.1965
7757,6474,171,2,108.99,0.058
7758,243,146,1,449.96,0.1187
7759,5055,67,2,1656.44,0.1336
7760,480,59,2,1518.41,0.1953
7761,5215,76,1,1791.07,0.2781
7762,5031,99,4,127.88,0.0571
7763,8966,108,2,2208.16,0.1211
7764,8401,23,1,2328.46,0.0607
7765,9738,86,1,1957.87,0.2473
7766,8149,46,1,449.28,0.2208
